donor_id,name,first_name,last_name,date_of_birth,gender,email,phone_number,address,city,state,zip_code,blood_type,registration_date,is_influencer,primary_influencer_id,total_donated,avg_donation_size,donation_count,campaign_count,health_screening_count
40f3d0c3-5b73-4bcd-b970-51ce1faf3ce6,Michael Flores,Michael,Flores,1957-03-23,,,,,,,,,2024-06-15 10:30:00,false,,16851,481.4571429,35,4,3
410fa169-fc21-4c6a-b56a-29c5d579e97d,Diana Hall,Diana,Hall,1978-06-26,,,,,,,,,2024-06-15 10:30:00,false,,12874,459.7857143,28,1,3
411c289f-c60e-4079-8fa3-d240c0ba6bdc,Donald Fowler,Donald,Fowler,1997-02-17,,,,,,,,,2024-06-15 10:30:00,false,,11030,479.5652174,23,2,1
415ba58a-91f8-476d-9d23-e53c300920bc,Stephanie Perry,Stephanie,Perry,1989-07-13,,,,,,,,,2024-06-15 10:30:00,true,415ba58a-91f8-476d-9d23-e53c300920bc,13691,472.1034483,29,5,2
415cae62-984a-4225-ac45-842a3182ecb2,Pamela Jones,Pamela,Jones,1964-11-09,,,,,,,,,2024-06-15 10:30:00,true,415cae62-984a-4225-ac45-842a3182ecb2,10610,424.4,25,5,3
416fb38f-a344-4b39-ab96-261f5d126fc9,Jessica Johnson,Jessica,Johnson,1994-06-03,,,,,,,,,2024-06-15 10:30:00,false,,11433,519.6818182,22,5,1
41830018-d25d-4ce6-ad73-778e0f7ff546,Alexander Ballard,Alexander,Ballard,2000-11-27,,,,,,,,,2024-06-15 10:30:00,true,41830018-d25d-4ce6-ad73-778e0f7ff546,7798,458.7058824,17,4,1
419b52e9-86e1-46f1-8b10-de4127699b00,Alexis Meyers,Alexis,Meyers,1944-10-26,,,,,,,,,2024-06-15 10:30:00,false,,8382,493.0588235,17,3,3
41e15505-f574-4a2a-8dd2-eb3a06b0d799,Shawna Miller,Shawna,Miller,2006-04-25,,,,,,,,,2024-06-15 10:30:00,false,,17768,507.6571429,35,4,1
42078308-3e2e-4291-8f20-f8816b41fbdb,Henry Nichols,Henry,Nichols,1947-03-08,,,,,,,,,2024-06-15 10:30:00,false,,8449,469.3888889,18,3,3
420ad0de-9c2c-4697-b698-c5d3399eb306,Makayla Soto,Makayla,Soto,2001-06-05,,,,,,,,,2024-06-15 10:30:00,false,,13358,494.7407407,27,4,2
424dc1e0-1974-4a40-a055-6b375ee686bb,Sean Williams,Sean,Williams,1946-07-18,,,,,,,,,2024-06-15 10:30:00,false,,16926,512.9090909,33,4,1
42695f54-7e3f-4b93-955a-e3a43ebf9573,Amber Kelly,Amber,Kelly,1991-11-18,,,,,,,,,2024-06-15 10:30:00,false,,11354,540.6666667,21,4,2
426a591d-5875-4753-b0fe-1dc8ba65eeb3,Vanessa Lee,Vanessa,Lee,1993-06-22,,,,,,,,,2024-06-15 10:30:00,false,,14211,473.7,30,1,1
4277970e-6be9-4631-89be-c9b286d20d1d,Jennifer Davis,Jennifer,Davis,1976-07-10,,,,,,,,,2024-06-15 10:30:00,true,4277970e-6be9-4631-89be-c9b286d20d1d,10061,503.05,20,3,3
42814efe-597b-43e8-972b-00c16a51fa9b,Andrew Cummings,Andrew,Cummings,2006-01-12,,,,,,,,,2024-06-15 10:30:00,true,42814efe-597b-43e8-972b-00c16a51fa9b,8766,515.6470588,17,4,1
42b9a85e-17a1-480a-9821-6ab8f0d9ee99,Jeffrey Edwards,Jeffrey,Edwards,1982-03-11,,,,,,,,,2024-06-15 10:30:00,false,,10313,491.0952381,21,3,1
42e2ee2b-9c1f-49d5-9b02-ea4b9d4c37d4,Peter Gonzalez,Peter,Gonzalez,1984-09-29,,,,,,,,,2024-06-15 10:30:00,false,,9044,476,19,3,3
42ea2264-d459-4d8c-9633-e409e1962756,Christopher Mills,Christopher,Mills,1976-01-29,,,,,,,,,2024-06-15 10:30:00,false,,10068,503.4,20,4,2
43197b74-baa5-473d-ae37-1b3c64e566c0,Billy Reed,Billy,Reed,1982-01-05,,,,,,,,,2024-06-15 10:30:00,false,,9087,478.2631579,19,5,2
431c5776-506e-41cd-b6e9-fe6d6ea0796c,Victoria Evans,Victoria,Evans,1948-10-26,,,,,,,,,2024-06-15 10:30:00,false,,7254,483.6,15,3,1
435885f2-7f9f-4fbf-9f26-ab445c0f9147,Samantha Krueger,Samantha,Krueger,1967-08-17,,,,,,,,,2024-06-15 10:30:00,false,,10930,496.8181818,22,5,1
437e3d35-699c-42a4-a087-8b5c327ff197,Mary Anthony,Mary,Anthony,2000-02-03,,,,,,,,,2024-06-15 10:30:00,false,,9468,498.3157895,19,2,1
438e4c86-dd44-4456-a7c7-11dabc0fdbc3,Jennifer Kramer,Jennifer,Kramer,1951-11-08,,,,,,,,,2024-06-15 10:30:00,false,,8077,448.7222222,18,1,1
439f2d87-91b3-413e-95b3-98e1738235d6,Andrew Singh,Andrew,Singh,2006-01-01,,,,,,,,,2024-06-15 10:30:00,false,,6490,432.6666667,15,5,2
43b5435c-1302-42ea-bc27-5a10df2c1420,Angela Miller,Angela,Miller,1967-01-05,,,,,,,,,2024-06-15 10:30:00,false,,7882,525.4666667,15,5,1
4406f8c8-b5a1-475d-a01d-eff07eefcede,Mary Miller,Mary,Miller,1945-04-22,,,,,,,,,2024-06-15 10:30:00,false,,9504,528,18,4,2
4445dd3e-ced6-4cd1-847c-0e0e75ac3258,Anthony Beasley,Anthony,Beasley,1976-01-05,,,,,,,,,2024-06-15 10:30:00,false,,6895,459.6666667,15,4,1
44495928-0d83-48e2-813b-4e2fa675e710,Julie Thomas,Julie,Thomas,1962-09-06,,,,,,,,,2024-06-15 10:30:00,true,44495928-0d83-48e2-813b-4e2fa675e710,10627,442.7916667,24,1,3
445f3020-c8b4-4401-835f-d2b9438d8716,Ryan Larsen,Ryan,Larsen,1958-12-04,,,,,,,,,2024-06-15 10:30:00,true,445f3020-c8b4-4401-835f-d2b9438d8716,7937,440.9444444,18,5,3
446a6736-d918-46fd-adbb-fedfa481339d,Justin Potter,Justin,Potter,1987-08-24,,,,,,,,,2024-06-15 10:30:00,false,,17652,504.3428571,35,5,2
44a4bb18-87cb-404b-8bf7-0838bd52d1a8,Erika Henderson,Erika,Henderson,1958-03-31,,,,,,,,,2024-06-15 10:30:00,false,,1144,572,2,2,3
44cb141f-df48-408e-ac9a-c5fdb66eb199,Diana Johnson,Diana,Johnson,1997-04-09,,,,,,,,,2024-06-15 10:30:00,false,,15440,454.1176471,34,3,1
450d44bc-f85c-49e9-8dbe-b45cc228af5e,Wendy Martin,Wendy,Martin,1964-04-27,,,,,,,,,2024-06-15 10:30:00,false,,15334,494.6451613,31,1,1
450e5816-4a0c-49b2-a8d5-ffeabe1ac073,Chris Stone,Chris,Stone,1987-12-24,,,,,,,,,2024-06-15 10:30:00,false,,14422,437.030303,33,3,2
453f42c0-c359-449d-bd34-f7b704f775f2,Laurie Woodard,Laurie,Woodard,1978-10-29,,,,,,,,,2024-06-15 10:30:00,false,,15220,475.625,32,3,3
4545aad3-9588-49cc-8234-72d0b029af55,Natasha Hansen,Natasha,Hansen,1987-10-23,,,,,,,,,2024-06-15 10:30:00,false,,11478,478.25,24,5,3
455148b5-f388-484c-9b96-4319bd188557,Brent Calhoun,Brent,Calhoun,1977-12-17,,,,,,,,,2024-06-15 10:30:00,false,,6965,386.9444444,18,2,3
45765bdc-d12d-4a45-a2aa-f58644fd215e,Keith Campbell,Keith,Campbell,1968-10-23,,,,,,,,,2024-06-15 10:30:00,false,,15350,465.1515152,33,4,2
459b9fd1-dcf6-4b2b-a342-f1da407eaf7a,James Russell,James,Russell,1968-05-16,,,,,,,,,2024-06-15 10:30:00,false,,13627,454.2333333,30,4,3
45b9d21a-2d20-4201-a60c-35a3f671b90a,Anne Torres,Anne,Torres,1969-05-14,,,,,,,,,2024-06-15 10:30:00,false,,7432,437.1764706,17,2,1
45c6ad68-09df-4eef-b15b-7ae80bfe427d,Jerry Martinez,Jerry,Martinez,1968-02-28,,,,,,,,,2024-06-15 10:30:00,false,,9098,535.1764706,17,3,1
45fca87a-fc6a-4dc7-bc8c-3a24cfc9df1b,Ashley Anderson,Ashley,Anderson,1971-12-13,,,,,,,,,2024-06-15 10:30:00,false,,9188,459.4,20,5,1
45fd584e-e2c8-4652-84ab-151e4474c652,Antonio Phillips,Antonio,Phillips,2006-02-19,,,,,,,,,2024-06-15 10:30:00,true,45fd584e-e2c8-4652-84ab-151e4474c652,10567,480.3181818,22,5,1
461b829a-5f6d-4b51-bbd4-2f2cd68ff9a7,Amber Jones,Amber,Jones,1951-06-24,,,,,,,,,2024-06-15 10:30:00,true,461b829a-5f6d-4b51-bbd4-2f2cd68ff9a7,13558,521.4615385,26,3,1
4666405a-fe75-4c62-9a20-b17f3718b7a5,Edward Long,Edward,Long,2002-07-24,,,,,,,,,2024-06-15 10:30:00,false,,14002,437.5625,32,5,1
4685f91f-2cf3-4204-aa37-53b49d682248,Cristian Andrews,Cristian,Andrews,1998-04-14,,,,,,,,,2024-06-15 10:30:00,false,,7200,480,15,3,2
46a36e9c-4f76-4c52-85a9-b78e1704eeee,Jessica Phillips,Jessica,Phillips,1951-06-25,,,,,,,,,2024-06-15 10:30:00,false,,9918,522,19,2,1
46b19fb0-ddf9-490c-8b9a-6d5ba676fdfe,Eric Jackson,Eric,Jackson,1985-04-01,,,,,,,,,2024-06-15 10:30:00,false,,13117,468.4642857,28,5,2
46c39309-6492-4202-b934-a866f492cd73,Brent Roberts,Brent,Roberts,1995-11-21,,,,,,,,,2024-06-15 10:30:00,true,46c39309-6492-4202-b934-a866f492cd73,13415,447.1666667,30,1,2
47820821-606c-46eb-8ab1-43ea1ce9a19b,Nicholas Meyer,Nicholas,Meyer,1981-06-16,,,,,,,,,2024-06-15 10:30:00,false,,8529,406.1428571,21,5,1
478b87ed-bc00-4481-8e46-496740317174,Clinton Riddle,Clinton,Riddle,1970-03-28,,,,,,,,,2024-06-15 10:30:00,false,,10406,520.3,20,5,2
479c6b6f-0d0d-46c7-9622-128775c0791a,Jacob Adams,Jacob,Adams,1960-10-15,,,,,,,,,2024-06-15 10:30:00,false,,11424,476,24,4,3
47a7e962-13a2-4bdc-b635-9248039535ee,Traci Valentine,Traci,Valentine,1982-06-11,,,,,,,,,2024-06-15 10:30:00,true,47a7e962-13a2-4bdc-b635-9248039535ee,10261,570.0555556,18,2,2
4801821c-e130-4bc3-849a-03fd628726c7,Alicia Torres,Alicia,Torres,1980-05-28,,,,,,,,,2024-06-15 10:30:00,false,,5970,351.1764706,17,1,2
4830e868-14d4-4aa2-a616-56a4b90c6e66,William Liu,William,Liu,1989-11-08,,,,,,,,,2024-06-15 10:30:00,true,4830e868-14d4-4aa2-a616-56a4b90c6e66,15458,515.2666667,30,3,3
483a6387-82b4-4b77-aa75-752c4c61aea0,William Howard,William,Howard,1976-06-06,,,,,,,,,2024-06-15 10:30:00,false,,7938,496.125,16,3,1
4886b6fb-1896-4d35-8ab7-9ec8c8020433,Zachary Dickson,Zachary,Dickson,1976-07-02,,,,,,,,,2024-06-15 10:30:00,true,4886b6fb-1896-4d35-8ab7-9ec8c8020433,6591,439.4,15,5,1
48879151-aaa7-4735-b854-a598a0e62f60,Morgan Krueger,Morgan,Krueger,1946-02-15,,,,,,,,,2024-06-15 10:30:00,false,,9815,490.75,20,4,2
48a211bd-0cad-48b3-9571-d400234457cf,George Wolf,George,Wolf,1974-08-22,,,,,,,,,2024-06-15 10:30:00,true,48a211bd-0cad-48b3-9571-d400234457cf,14860,464.375,32,1,3
48b937a2-34e0-440f-8f38-b0a9952bf3ae,Laura Owens,Laura,Owens,2004-09-06,,,,,,,,,2024-06-15 10:30:00,false,,9300,465,20,5,1
48cabd7f-0340-4676-a9f2-2a096a9cdf9a,Lisa Hunt,Lisa,Hunt,1968-02-12,,,,,,,,,2024-06-15 10:30:00,false,,12856,476.1481481,27,4,1
49032342-3eaf-4285-bf1e-69a4aeb4322a,Mary Morris,Mary,Morris,1992-08-22,,,,,,,,,2024-06-15 10:30:00,false,,11239,432.2692308,26,5,1
4925adfe-cb8c-402c-a7c6-f57bea9ef339,Tracey Hernandez,Tracey,Hernandez,1949-07-15,,,,,,,,,2024-06-15 10:30:00,false,,8092,505.75,16,2,2
4947996d-5b95-47a2-93ae-943c5d8be880,Traci Nguyen,Traci,Nguyen,1949-08-08,,,,,,,,,2024-06-15 10:30:00,false,,7194,423.1764706,17,1,3
49805db7-1eb3-428c-8892-a7e70d6bc9c4,Jordan Murphy,Jordan,Murphy,1945-12-27,,,,,,,,,2024-06-15 10:30:00,false,,11366,494.173913,23,4,2
498e29e4-8ff9-455e-9d07-cafab0c11403,Tyler Porter,Tyler,Porter,1970-06-30,,,,,,,,,2024-06-15 10:30:00,true,498e29e4-8ff9-455e-9d07-cafab0c11403,7269,454.3125,16,3,3
49ba0156-8919-4ca2-a6c5-5e5b96f32170,Jamie Robinson,Jamie,Robinson,1989-10-15,,,,,,,,,2024-06-15 10:30:00,false,,8776,438.8,20,4,3
49c7bd36-dea6-49ce-a1d4-97c7370de174,Lori Davis,Lori,Davis,2006-04-23,,,,,,,,,2024-06-15 10:30:00,false,,14490,517.5,28,3,2
49ea7e79-f1e1-42dc-a8de-75ac8fe5528c,Tracy Barnes,Tracy,Barnes,1975-11-23,,,,,,,,,2024-06-15 10:30:00,false,,7891,394.55,20,2,3
49ffc478-78ae-4ba1-a2c5-b77a3f7de45b,James Lopez,James,Lopez,1986-01-14,,,,,,,,,2024-06-15 10:30:00,false,,10639,531.95,20,5,3
4a062f89-386c-4e4a-ae63-c3b47c060db5,Thomas Collins,Thomas,Collins,1946-08-10,,,,,,,,,2024-06-15 10:30:00,false,,12323,473.9615385,26,3,1
4a497085-26d0-47e8-bd9e-2d6032b76f62,Wesley Mosley,Wesley,Mosley,1966-09-06,,,,,,,,,2024-06-15 10:30:00,false,,11645,529.3181818,22,2,3
4a6ae36d-0c36-444c-b505-154e23b2a1da,Benjamin Ritter,Benjamin,Ritter,1952-08-03,,,,,,,,,2024-06-15 10:30:00,false,,7921,495.0625,16,4,3
4a6f5289-8477-491c-beec-92c5c1b5c79d,Andrea Hart,Andrea,Hart,1971-03-17,,,,,,,,,2024-06-15 10:30:00,true,4a6f5289-8477-491c-beec-92c5c1b5c79d,9200,511.1111111,18,2,3
4a881899-37f1-430c-93fb-b40ad86c5965,Adam Hernandez,Adam,Hernandez,1961-01-21,,,,,,,,,2024-06-15 10:30:00,false,,13545,467.0689655,29,2,3
4a973682-6e26-4072-b73d-68ea551d2080,Robert Fisher,Robert,Fisher,1966-01-28,,,,,,,,,2024-06-15 10:30:00,false,,9194,459.7,20,2,1
4aaf9aec-b960-468e-b9cd-a94a2eaf6586,Benjamin Leonard,Benjamin,Leonard,1949-11-15,,,,,,,,,2024-06-15 10:30:00,false,,7898,415.6842105,19,4,2
4ac05beb-094a-4bce-b53a-9fee9d87022e,Mary Powell,Mary,Powell,1977-07-04,,,,,,,,,2024-06-15 10:30:00,true,4ac05beb-094a-4bce-b53a-9fee9d87022e,14322,493.862069,29,1,1
4ae0b32a-ee33-4e37-af5a-01f82dae9907,Sean Trujillo,Sean,Trujillo,1960-05-13,,,,,,,,,2024-06-15 10:30:00,false,,14918,452.0606061,33,1,1
4b0be842-63b2-415b-8762-9407c5bc44ce,Jeffrey Salazar,Jeffrey,Salazar,1948-10-19,,,,,,,,,2024-06-15 10:30:00,false,,13430,479.6428571,28,5,2
4b1ece72-bae2-4eb6-bf97-44a82181ea1b,Theresa Payne,Theresa,Payne,1983-05-15,,,,,,,,,2024-06-15 10:30:00,true,4b1ece72-bae2-4eb6-bf97-44a82181ea1b,7002,466.8,15,1,3
4b4f894c-905d-41e7-878b-1a9e84237dc9,Becky Terry,Becky,Terry,1979-09-08,,,,,,,,,2024-06-15 10:30:00,true,4b4f894c-905d-41e7-878b-1a9e84237dc9,15856,480.4848485,33,3,2
4b5f52f1-9647-4b96-89ac-08676aab1999,Richard Kent,Richard,Kent,1971-11-06,,,,,,,,,2024-06-15 10:30:00,false,,10536,501.7142857,21,1,2
4b62745f-79af-4d98-95c4-4ffb0e5d6766,Todd Phillips,Todd,Phillips,1946-04-19,,,,,,,,,2024-06-15 10:30:00,false,,16607,488.4411765,34,5,1
4b63601d-2cb9-4b14-88c8-06c714e879c1,Heidi Fuller,Heidi,Fuller,1946-11-05,,,,,,,,,2024-06-15 10:30:00,true,4b63601d-2cb9-4b14-88c8-06c714e879c1,11937,426.3214286,28,5,1
4b7e87ed-994e-419b-b36b-6ee3045ecef0,Christina Norris,Christina,Norris,1983-05-18,,,,,,,,,2024-06-15 10:30:00,false,,11330,453.2,25,2,3
4b875652-f918-4bbd-bec4-ffe31a64c5f5,Gregory Boyd,Gregory,Boyd,1983-12-27,,,,,,,,,2024-06-15 10:30:00,true,4b875652-f918-4bbd-bec4-ffe31a64c5f5,9676,537.5555556,18,1,3
4bede622-30f7-4617-87e9-7aba51a7748d,Joseph Stewart,Joseph,Stewart,1985-03-01,,,,,,,,,2024-06-15 10:30:00,false,,11613,553,21,1,3
4bfe2974-69e8-4c1a-a4f4-6c66839a1428,Timothy Davis,Timothy,Davis,1947-08-31,,,,,,,,,2024-06-15 10:30:00,false,,10488,437,24,1,1
4c0852ff-09bd-40c8-b203-07975b1dc48c,William Wood,William,Wood,2006-06-05,,,,,,,,,2024-06-15 10:30:00,false,,8822,464.3157895,19,5,2
4c17b6f5-d033-4b76-9cc2-77ac4c0f7b3c,Justin Evans,Justin,Evans,1980-10-10,,,,,,,,,2024-06-15 10:30:00,false,,12184,468.6153846,26,1,1
4c6fe2ef-1713-433e-adfd-82cb5d6e5db3,Linda Schneider,Linda,Schneider,1990-12-23,,,,,,,,,2024-06-15 10:30:00,true,4c6fe2ef-1713-433e-adfd-82cb5d6e5db3,10528,501.3333333,21,2,3
4c799dee-08d3-4761-ae9b-847aa7b643aa,Nathan Pitts,Nathan,Pitts,1998-08-13,,,,,,,,,2024-06-15 10:30:00,false,,13554,467.3793103,29,1,1
4c845e6a-24ce-42f5-9575-d42416dc51dd,Mark Harrison,Mark,Harrison,1987-10-24,,,,,,,,,2024-06-15 10:30:00,true,4c845e6a-24ce-42f5-9575-d42416dc51dd,13145,469.4642857,28,4,3
4cc3bbbd-d1b7-4fe2-9271-e5e4aaa76f55,Kimberly Everett,Kimberly,Everett,1967-09-18,,,,,,,,,2024-06-15 10:30:00,true,4cc3bbbd-d1b7-4fe2-9271-e5e4aaa76f55,14781,476.8064516,31,1,2
4ce63fb4-0066-4789-882c-cca3a4c6cfbc,Jessica Sexton,Jessica,Sexton,2000-04-30,,,,,,,,,2024-06-15 10:30:00,false,,7874,492.125,16,3,1
4cfd4f4b-0fbf-43c2-bd1e-3954ec4d1cdf,Amanda Olson,Amanda,Olson,1951-01-06,,,,,,,,,2024-06-15 10:30:00,false,,888,296,3,1,1
4d095139-c79e-446f-a51a-fb527b8e57da,Angela Hodges,Angela,Hodges,2005-03-11,,,,,,,,,2024-06-15 10:30:00,true,4d095139-c79e-446f-a51a-fb527b8e57da,11183,430.1153846,26,5,3
4d21c025-7c10-489c-b83e-85d1c3bb8c66,Yolanda Joyce,Yolanda,Joyce,1956-03-28,,,,,,,,,2024-06-15 10:30:00,false,,9984,453.8181818,22,2,3
4d21ec4b-0bb8-44be-a19c-d34a81be0652,Christopher Anderson,Christopher,Anderson,1997-01-31,,,,,,,,,2024-06-15 10:30:00,true,4d21ec4b-0bb8-44be-a19c-d34a81be0652,11391,517.7727273,22,1,3
4d25ae34-3926-4ef4-92ea-ff3ff06b26f5,Brianna Curtis,Brianna,Curtis,1949-05-01,,,,,,,,,2024-06-15 10:30:00,true,4d25ae34-3926-4ef4-92ea-ff3ff06b26f5,13116,504.4615385,26,1,2
4d748b14-f240-48ca-a05a-50c9e4ff0d62,Angela Roberts,Angela,Roberts,1987-02-09,,,,,,,,,2024-06-15 10:30:00,false,,1284,428,3,5,1
4d887c2a-ad0c-4840-8cb4-51e7fb1c0dbc,Paul Mays,Paul,Mays,1993-08-25,,,,,,,,,2024-06-15 10:30:00,true,4d887c2a-ad0c-4840-8cb4-51e7fb1c0dbc,7446,438,17,3,1
4d919c3a-23e6-45f6-815d-d26df885ccba,Travis Morris,Travis,Morris,1987-08-16,,,,,,,,,2024-06-15 10:30:00,false,,13283,491.962963,27,3,3
4dcb45f5-74e1-4500-8278-c24eabb9bffe,Kent Garner,Kent,Garner,1959-11-08,,,,,,,,,2024-06-15 10:30:00,false,,16939,513.3030303,33,3,3
4dd1701c-060e-446c-815d-bb496dbac2cf,Elizabeth Allen,Elizabeth,Allen,1992-07-07,,,,,,,,,2024-06-15 10:30:00,true,4dd1701c-060e-446c-815d-bb496dbac2cf,8011,500.6875,16,2,1
4e177674-a34b-4d6a-b2d9-19c12c2dfc8f,Joshua Hodge,Joshua,Hodge,1991-03-01,,,,,,,,,2024-06-15 10:30:00,true,4e177674-a34b-4d6a-b2d9-19c12c2dfc8f,12114,504.75,24,2,1
4e1d9c44-53d8-4f66-8231-f4d483beb40b,Scott Davis,Scott,Davis,1997-10-29,,,,,,,,,2024-06-15 10:30:00,false,,15976,484.1212121,33,3,3
4e2a50dd-c749-43be-b1a4-975c0338074d,Jeffrey Wilson,Jeffrey,Wilson,1964-12-23,,,,,,,,,2024-06-15 10:30:00,false,,15359,465.4242424,33,5,2
4e38e20a-7e84-41b3-b0f3-aefff477f3d6,Paula Young,Paula,Young,1965-11-18,,,,,,,,,2024-06-15 10:30:00,true,4e38e20a-7e84-41b3-b0f3-aefff477f3d6,9306,443.1428571,21,4,3
4e6581cc-8718-45bc-b501-c59fe8300945,James Garcia,James,Garcia,1993-09-26,,,,,,,,,2024-06-15 10:30:00,false,,9480,451.4285714,21,2,1
4e6acaba-d49f-4d5a-b6a3-830796cb1fb2,Luis Hensley,Luis,Hensley,2002-09-03,,,,,,,,,2024-06-15 10:30:00,false,,8771,548.1875,16,4,3
4ea89c44-3c13-45a4-8c11-ef8c93e050e8,Lauren Keller,Lauren,Keller,1969-11-20,,,,,,,,,2024-06-15 10:30:00,false,,8683,482.3888889,18,2,3
4eaf318a-2cc3-4035-97ef-5fc2dd10d5d3,Ian Thompson,Ian,Thompson,1989-09-07,,,,,,,,,2024-06-15 10:30:00,false,,11064,502.9090909,22,2,2
4ebb4c23-dbd5-4257-8b30-dac260df4174,Larry Davidson,Larry,Davidson,1962-05-27,,,,,,,,,2024-06-15 10:30:00,true,4ebb4c23-dbd5-4257-8b30-dac260df4174,8507,447.7368421,19,5,3
4ef45869-4153-4e60-85d9-f53563b14c2d,Lindsey Lewis,Lindsey,Lewis,1945-05-03,,,,,,,,,2024-06-15 10:30:00,false,,15764,492.625,32,2,1
4f3bfcce-c376-4bcb-a8d2-be5c1f7742d7,Benjamin Curtis,Benjamin,Curtis,2006-12-26,,,,,,,,,2024-06-15 10:30:00,false,,15466,498.9032258,31,2,1
4f438c77-8520-494f-92e1-e425e68a534f,Emily Miller,Emily,Miller,1975-11-03,,,,,,,,,2024-06-15 10:30:00,true,4f438c77-8520-494f-92e1-e425e68a534f,7898,438.7777778,18,2,2
4f8a300b-b2f2-4c1a-a122-11210c3b97f4,Christopher Parrish,Christopher,Parrish,1963-03-18,,,,,,,,,2024-06-15 10:30:00,false,,1824,608,3,3,3
4feb4ba5-a1ab-44fa-ac85-c034e091192a,Francis Bowman,Francis,Bowman,1981-11-03,,,,,,,,,2024-06-15 10:30:00,false,,7909,527.2666667,15,2,2
50003772-4cf8-4853-b962-518ac259506f,Mary Valentine,Mary,Valentine,1948-11-14,,,,,,,,,2024-06-15 10:30:00,true,50003772-4cf8-4853-b962-518ac259506f,10199,443.4347826,23,5,3
504d7481-bcf4-4fc8-a597-e8277f2c2e1c,Jenny Cervantes,Jenny,Cervantes,2006-09-14,,,,,,,,,2024-06-15 10:30:00,false,,9272,488,19,3,2
5087d838-7069-4676-80de-9914fee3eb7f,Sherry Kramer,Sherry,Kramer,1969-01-31,,,,,,,,,2024-06-15 10:30:00,true,5087d838-7069-4676-80de-9914fee3eb7f,13577,468.1724138,29,3,3
50c99fc5-89e6-40af-af3b-9696ea164ec2,Tommy Miller,Tommy,Miller,1950-09-24,,,,,,,,,2024-06-15 10:30:00,false,,8799,517.5882353,17,1,2
50d1b918-9726-4a31-ab09-5fb1ae33be84,Haley Garcia,Haley,Garcia,1967-08-02,,,,,,,,,2024-06-15 10:30:00,false,,11134,445.36,25,1,2
510a83d0-c7ae-437f-a9bb-4f4ced75ab2b,Matthew Hill,Matthew,Hill,1956-02-13,,,,,,,,,2024-06-15 10:30:00,false,,12255,471.3461538,26,5,2
5151e715-226a-45f6-99cf-6ef6fe3b2dbc,Daisy Gonzalez,Daisy,Gonzalez,1953-06-11,,,,,,,,,2024-06-15 10:30:00,false,,16763,523.84375,32,4,2
51536b25-5a6d-4c09-8cba-3f6b43c4c9aa,John Gonzales,John,Gonzales,2000-11-12,,,,,,,,,2024-06-15 10:30:00,false,,14162,505.7857143,28,5,1
515ce4d0-8f31-4c60-91e5-760bfd9a18cd,Joe Davis,Joe,Davis,1977-02-26,,,,,,,,,2024-06-15 10:30:00,false,,11873,494.7083333,24,4,3
516a1e30-15c6-4696-b8a9-aa09ac841f68,Anthony George,Anthony,George,1994-02-24,,,,,,,,,2024-06-15 10:30:00,true,516a1e30-15c6-4696-b8a9-aa09ac841f68,9485,474.25,20,3,1
5172eaad-3021-47a7-ada5-7c33193c2d83,Pamela Kemp,Pamela,Kemp,1986-06-04,,,,,,,,,2024-06-15 10:30:00,false,,12010,444.8148148,27,3,3
518a0c42-1771-42d5-81a2-df1c8691bd6b,Michelle Dennis,Michelle,Dennis,2001-02-25,,,,,,,,,2024-06-15 10:30:00,false,,11798,491.5833333,24,3,1
518e74af-07c7-43f7-9a4c-35fe6d2a98b8,Scott Taylor,Scott,Taylor,1985-01-05,,,,,,,,,2024-06-15 10:30:00,true,518e74af-07c7-43f7-9a4c-35fe6d2a98b8,11415,439.0384615,26,3,2
519e1b05-166c-488f-a7e7-577222cce099,Breanna Curry,Breanna,Curry,1950-04-09,,,,,,,,,2024-06-15 10:30:00,false,,12391,495.64,25,4,1
51badf6d-e3f4-4516-b1e1-650c1487e93a,Richard Bryant,Richard,Bryant,1996-05-14,,,,,,,,,2024-06-15 10:30:00,false,,7699,481.1875,16,1,1
51bc23c5-e2f2-45ee-8541-33023c9c6b93,Annette Smith,Annette,Smith,1996-07-20,,,,,,,,,2024-06-15 10:30:00,false,,15161,489.0645161,31,1,1
524f2e0b-2bf3-4f93-9d7b-c8084b317610,Jon Thompson,Jon,Thompson,1948-06-14,,,,,,,,,2024-06-15 10:30:00,false,,13771,550.84,25,1,2
5255f399-e4a4-4b74-bfc0-e11a84f91f66,Monica Williams,Monica,Williams,1967-04-23,,,,,,,,,2024-06-15 10:30:00,false,,11330,515,22,3,2
5267a01b-6aba-4397-8563-240b76eea5ff,Ronald Johnson,Ronald,Johnson,1955-08-26,,,,,,,,,2024-06-15 10:30:00,false,,9294,464.7,20,2,3
528f83b2-0449-4474-bfb9-8e193c4383f0,Kendra Williams,Kendra,Williams,1947-06-27,,,,,,,,,2024-06-15 10:30:00,true,528f83b2-0449-4474-bfb9-8e193c4383f0,8010,445,18,1,2
52902dfb-c5a6-4a76-8260-4fe657d2fbda,Derek Adams,Derek,Adams,1948-03-02,,,,,,,,,2024-06-15 10:30:00,false,,8983,472.7894737,19,1,1
529ecb1b-7a42-4cbe-a7a6-e4352355a439,Alyssa Clark,Alyssa,Clark,1945-02-25,,,,,,,,,2024-06-15 10:30:00,false,,12506,521.0833333,24,2,3
52a27cd7-fa27-43ff-8082-7e6067211565,Matthew Rivera,Matthew,Rivera,1962-05-10,,,,,,,,,2024-06-15 10:30:00,false,,12115,432.6785714,28,1,3
